address,city,date,id,injured,killed,source,state
2600 block of N Sheffield Ave,Chicago,2020-01-28,1608305,0,0,https://cwbchicago.com/2020/01/another-man-reports-being-abducted-and-robbed-in-lincoln-park.html,Illinois
N/A,Tucson,2020-01-28,1608292,0,0,https://kvoa.com/news/local-news/2020/01/28/year-long-drug-trafficking-investigation-results-in-11-arrests/,Arizona
21900 block of SW 187th Ave,Miami,2020-01-28,1608101,0,4,https://www.local10.com/news/local/2020/01/31/search-continues-for-baby-andrew-after-4-relatives-die/,Florida
2900 block of Edenborough Rd,Johns Island,2020-01-28,1607556,0,0,https://www.live5news.com/2020/01/28/johns-island-homes-damaged-by-gunfire-deputies-say/,South Carolina
1800 block of W 47th St,Chicago,2020-01-28,1608248,1,0,https://chicago.suntimes.com/crime/2020/1/29/21113175/chicago-shootings-tuesday-january-28-chicago-crime-gun-violence-homicide,Illinois
E 22nd St and Barclay St,Baltimore,2020-01-28,1608092,1,0,https://baltimore.cbslocal.com/2020/01/28/21-year-old-shot-in-east-baltimore-police-say/,Maryland
7400 block of S Yates Blvd,Chicago,2020-01-28,1608241,1,0,https://chicago.suntimes.com/crime/2020/1/29/21113175/chicago-shootings-tuesday-january-28-chicago-crime-gun-violence-homicide,Illinois
3500 block of W Harrison St,Chicago,2020-01-28,1608231,1,0,https://chicago.suntimes.com/crime/2020/1/29/21113175/chicago-shootings-tuesday-january-28-chicago-crime-gun-violence-homicide,Illinois
50 block of N Kedzie Ave,Chicago,2020-01-28,1608223,1,0,https://chicago.suntimes.com/crime/2020/1/29/21113175/chicago-shootings-tuesday-january-28-chicago-crime-gun-violence-homicide,Illinois
7200 block of Blair Rd NW,Washington,2020-01-28,1608097,1,0,https://mpdc.dc.gov/release/arrest-made-assault-dangerous-weapon-gun-offense-7200-block-blair-road-northwest,District of Columbia
N Capitol St NW and Bates St NW,Washington,2020-01-28,1607847,1,0,https://www.popville.com/2020/01/615pm-shooting-in-truxton-circle-945pm-shooting-in-takoma/,District of Columbia
3846 S Mountain Rd,Knoxville,2020-01-28,1609303,0,1,https://www.fredericknewspost.com/news/crime_and_justice/knoxville-woman-charged-in-death-of-fiance/article_6d8abea1-87a5-5558-b686-b874a0ca6db9.html,Maryland
3800 block of W Belvedere Ave,Baltimore,2020-01-28,1607853,0,1,https://www.wmar2news.com/news/region/baltimore-city/man-killed-in-northwest-baltimore-shooting,Maryland
1400 block of NE Monroe St,Peoria,2020-01-28,1608196,1,0,https://www.pjstar.com/news/20200129/nick-in-am-suspect-taken-to-hospital-jailed-following-north-valley-shooting,Illinois
600 block of Oak Hill Ave,Hagerstown,2020-01-28,1610174,0,0,https://www.heraldmailmedia.com/news/local/chief-pledges-to-stop-unusual-rash-of-shootings/article_93fb9f37-aa9d-541f-b5f3-51b5c021709d.html,Maryland
200 block of Nob Hill Rd,Dover,2020-01-28,1609296,0,0,https://www.wmdt.com/2020/01/three-arrested-following-seizure-of-drugs-firearm/,Delaware
900 block of W Lawrence Ave,Springfield,2020-01-28,1608194,0,0,https://www.sj-r.com/news/20200129/shot-fired-in-armed-robbery-of-person-on-lawrence-avenue,Illinois
1500 block of Patton Ave,Springfield,2020-01-28,1608192,1,0,https://www.sj-r.com/news/20200129/spd-shooting-on-patton-avenue-appeared-to-be-self-inflicted,Illinois
2100 block of S Leavitt St,Chicago,2020-01-28,1607916,0,1,https://chicago.suntimes.com/crime/2020/1/28/21112292/man-killed-heart-of-chicago-drive-by-gun-violence-homicide,Illinois
11900 block of S Lafayette Ave,Chicago,2020-01-28,1608212,0,1,https://chicago.suntimes.com/crime/2020/1/29/21113153/quentin-paxton-killed-shooting-west-pullman-home-police-gun-violence,Illinois
900 block of Hobson St,Walla Walla,2020-01-28,1610120,0,0,https://www.nbcrightnow.com/news/police-arrest-walla-walla-man-who-pointed-gun-at-someone/article_7727ae14-43bf-11ea-890b-2beade14f3e7.html,Washington
360 Blue Hill Avenue,Boston,2020-01-28,1608186,0,0,https://bpdnews.com/news/2020/1/28/officers-recover-a-loaded-firearm-after-a-traffic-stop,Massachusetts
7285 Woolmarket Rd,Biloxi,2020-01-28,1608830,1,0,https://www.wkrg.com/state-regional/biloxi-man-arrested-on-weapons-charges-after-felony-conviction/,Mississippi
2400 block of Carolina Ter,Bessemer,2020-01-28,1608172,3,0,https://www.al.com/news/birmingham/2020/01/suspect-in-bessemer-triple-shooting-surrenders-to-police.html,Alabama
5301 N Hillside St,Wichita,2020-01-28,1608133,0,0,https://www.kwch.com/content/news/Gun-found-at-Heights-High-School-student-arrested-567377561.html,Kansas
805 N Main St,Cedartown,2020-01-28,1609267,1,0,http://www.northwestgeorgianews.com/polk_standard_journal/news/local/cedartown-man-injured-in-accidental-shooting-at-zorba-s/article_e84eb974-42b7-11ea-bf43-8f736e433e83.html,Georgia
E South St,Wilkes Barre,2020-01-28,1609261,1,0,https://www.citizensvoice.com/news/shooting-incident-under-investigation-1.2588690,Pennsylvania
600 block of Lee Rd 307,Phenix City,2020-01-28,1608815,1,1,https://www.al.com/news/montgomery/2020/01/suspected-shootout-between-2-teens-leaves-1-dead-1-critical.html,Alabama
3300 block of N 28th St,Milwaukee,2020-01-28,1609257,0,1,https://www.tmj4.com/news/local-news/medical-examiner-called-to-shooting-scene-at-28th-townsend,Wisconsin
2300 block of S Sharron St,Kennewick,2020-01-28,1609256,0,0,https://www.tri-cityherald.com/news/local/crime/article239758153.html,Washington
634 Ashton Place NE,Cedar Rapids,2020-01-28,1607760,0,1,https://kwwl.com/2020/01/28/victim-dead-after-shooting-in-cedar-rapids/,Iowa
Hillside Ave and 229th St,Corona (Queens),2020-01-28,1607881,1,0,https://www.amny.com/police-fire/teen-accidentally-shoots-self-outside-queens-high-school-campus-cops/,New York
SE Powell Blvd and SE 28th Ave,Portland,2020-01-28,1609246,1,0,https://katu.com/news/local/woman-wounded-in-southeast-portland-shooting,Oregon
Bordeaux Dr and Liasion Dr,Shreveport,2020-01-28,1609244,1,0,https://www.ksla.com/2020/01/28/man-shot-foot-during-drive-by/,Louisiana
N/A,Fairbanks,2020-01-28,1608180,1,0,https://dps.alaska.gov/dailydispatch/Home/DisplayIncident?incidentNumber=AK20006174,Alaska
100 block of N Cedar Ave,Henrico (Highland Springs),2020-01-28,1608642,2,0,https://wtvr.com/2020/01/29/pregnant-woman-shot-in-targeted-henrico-shooting/,Virginia
300 block of Fort Worth Ave,Norfolk,2020-01-28,1608571,1,0,https://www.wavy.com/news/local-news/norfolk/dispatchers-person-shot-injured-on-fort-worth-ave-in-norfolk/,Virginia
7600 block of Lee Landing Dr,Falls Church,2020-01-28,1608621,0,0,https://www.insidenova.com/news/crime_police/fairfax/police-swat-officer-shot-armed-man-near-falls-church/article_fb631218-428e-11ea-8daa-1356f13a00f6.html,Virginia
N/A,Omaha,2020-01-28,1609215,1,0,https://www.omaha.com/news/crime/shooting-victim-walks-into-hospital-with-life-threatening-gunshot-wound/article_68cdaa38-fe8b-5f13-a0b1-cdc9b69913ee.html,Nebraska
100 block of Sunset Dr,Alexandria,2020-01-28,1609197,0,0,https://www.kalb.com/content/news/APD-investigating-shooting-on-Sunset-Drive-567366711.html,Louisiana
100 block of Pinebay Dr,Jackson,2020-01-28,1608167,0,0,https://www.wapt.com/article/2-teens-accused-of-carjacking-man-at-gunpoint-charged-as-adults-jpd-says/30687310,Mississippi
N Wesleyan Blvd and Jeffreys Rd,Rocky Mount,2020-01-28,1609157,1,0,https://www.wnct.com/local-news/at-least-1-injured-in-rocky-mount-shooting/,North Carolina
Osceola St,Myrtle Beach,2020-01-28,1610043,0,0,https://wpde.com/news/local/im-going-to-kill-you-expletive-myrtle-beach-man-arrested-for-domestic-violence,South Carolina
4686 Airport Blvd,Mobile,2020-01-28,1608135,2,0,https://www.fox10tv.com/news/mobile_county/two-people-shot-at-a-gas-station-on-airport-boulevard/article_74ec1266-424d-11ea-9d73-83680bd07afa.html,Alabama
601 W Buchanan St,Ashland,2020-01-28,1610041,0,0,https://www.myjournalcourier.com/news/article/Firearm-found-after-lockdown-at-A-C-Central-15015899.php,Illinois
2115 N Hamilton St,Spokane,2020-01-28,1608944,0,1,https://www.spokesman.com/stories/2020/feb/04/man-shot-himself-while-playing-with-gun-documents-/,Washington
2000 block of Thurmond St,Winston Salem (Winston-salem),2020-01-28,1609122,1,0,https://www.greensboro.com/news/crime/girl-shot-in-the-arm-on-grant-avenue-in-winston/article_610c95e8-03f2-5049-99c1-8eca5e7e63ef.html,North Carolina
716 E Elm St,Graham,2020-01-28,1609115,0,1,https://myfox8.com/2020/01/29/graham-officer-shoots-kills-man-while-serving-warrant-on-east-elm-street/,North Carolina
601 Joe Wheeler Dr,Tuscumbia,2020-01-28,1609085,0,0,https://www.waff.com/2020/01/29/school-resource-officer-removed-after-leaving-gun-tuscumbia-school-bathroom/,Alabama
1641 Long St,Sweet Home,2020-01-28,1608115,0,0,https://www.kezi.com/content/news/Student-brings-gun-to-school-in-Sweet-Home-567361761.html,Oregon
S 7th St and Ruidoso St,Abilene,2020-01-28,1609022,0,1,https://www.reporternews.com/story/news/crime/2020/04/30/javeeontae-evans-indicted-capital-murder-shooting-death-sweetwater-teen-jaden-hernandez/3056562001/,Texas
3900 block of Griggs Ct,Fort Worth,2020-01-28,1608822,0,1,https://www.star-telegram.com/news/local/crime/article239754753.html,Texas
3347 Dawn Dr,Memphis,2020-01-28,1628403,1,0,https://wreg.com/news/california-family-identifies-woman-shot-in-head-in-memphis-last-month/,Tennessee
N/A,Quitman,2020-01-28,1607352,0,0,https://www.wdsu.com/article/mississippi-deputies-make-arrest-after-video-of-man-shooting-gun-out-window-goes-viral/30680978,Mississippi
2000 block of Savannah Pl SE,Washington,2020-01-28,1607891,1,0,https://twitter.com/alanhenney/status/1222335361424265217,District of Columbia
7300 block of Lindencrest St,Houston,2020-01-28,1607954,0,1,https://abc13.com/suspect-believed-teen-would-accuse-him-of-rape-records-say/5887718/,Texas
Meadow Dr,Tupelo,2020-01-28,1609842,1,1,https://www.djournal.com/news/tupelo-high-senior-shot-and-killed-man-charged/article_f568f195-5748-527b-98d1-77aef70543f9.html,Mississippi
700 block of W Woodland Ave,Salina,2020-01-28,1611650,0,0,https://www.salina.com/news/20200129/electronics-gun-stolen-after-salina-break-in,Kansas
339 Range Ln,East Saint Louis (Cahokia),2020-01-28,1608198,0,1,https://www.stltoday.com/news/local/crime-and-courts/three-charged-in-connection-to-cahokia-shooting-death-of-teenager/article_5b1c45e0-f3bc-53dc-8da4-ea17e69df9a4.html,Illinois
N Pantano Rd and E Wrightstown Rd,Tucson,2020-01-28,1608049,0,0,https://kvoa.com/news/local-news/2020/01/28/one-detained-in-road-rage-shooting-on-east-side/,Arizona
Weedpatch Hwy and Buena Vista Blv,Lamont,2020-01-29,1609922,1,0,https://www.turnto23.com/news/crime/kcso-investigating-shooting-in-lamont-that-left-one-man-in-critical-condition,California
4120 Bellmead Dr,Waco (Bellmead),2020-01-29,1611617,0,0,https://www.wacotrib.com/news/crime/bellmead-police-man-arrested-after-firing-into-occupied-car-at/article_7c57b9ff-3b72-5363-b7e9-2dbe57e4e9a4.html,Texas
NY-8,Deposit,2020-01-29,1610680,0,1,https://www.thedailystar.com/news/local_news/deposit-standoff-ends-in-death/article_034d193a-dec1-5c1a-a8d6-1663990a312c.html,New York
900 block of S Federal Blvd,Denver,2020-01-29,1608916,1,0,https://twitter.com/DenverPolice/status/1222405975727988736,Colorado
I-25,Carr,2020-01-29,1611596,0,0,https://kdvr.com/2020/01/30/authorities-investigating-report-of-truck-shot-twice-on-i-25-near-colorado-wyoming-line/,Colorado
206 S St Louis Ave,Joplin,2020-01-29,1610671,0,0,https://www.joplinglobe.com/news/crime_and_courts/meth-handguns-seized-in-raid-of-joplin-residence/article_6eae38a0-bd8c-5b9d-848e-c9d30ba6c637.html,Missouri
N/A,Duncan,2020-01-29,1612579,0,0,https://www.kswo.com/2020/02/01/duncan-residents-arrested-after-guns-narcotics-found-within-reach-child/,Oklahoma
1600 block of W Vine St,Opelousas,2020-01-29,1609894,0,0,https://www.katc.com/news/local-news/st-landry-parish/opelousas-police-shooting-stemmed-from-drug-deal,Louisiana
1 Trillium Way,Corbin,2020-01-29,1611374,0,0,https://www.wkyt.com/content/news/Whitley-Co-man-charged-after-shots-fired-in-hospital-parking-lot-567425401.html,Kentucky
N/A,College Place,2020-01-29,1614197,0,1,https://www.union-bulletin.com/news/courts_and_crime/officials-college-place-man-found-dead-last-week-killed-by/article_19c7a7ed-8c2b-57cd-a522-bdcfcec057e0.html,Washington
700 block of Adams Ave,Ogden,2020-01-29,1611526,0,0,https://gephardtdaily.com/uncategorized/three-arrested-in-ogden-raid-by-weber-morgan-narcotics-strike-force/,Utah
S 3rd Ave and W Papago St,Phoenix,2020-01-29,1609390,0,1,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/01/30/aaron-raymond-aldrete-jr-dies-phoenix-shooting-3rd-avenue-papago-street/2855651001/,Arizona
5300 block of Spokane Ave,Detroit,2020-01-29,1609857,0,1,https://twitter.com/MilwaukeePolice/status/1222887871679471616,Michigan
2800 block of W 3rd St,Chester,2020-01-29,1609765,0,1,https://6abc.com/14-year-old-wanted-for-shooting-death-of-79-year-old-man-in-custody/5893933/,Pennsylvania
1200 block of Purcell Ave,Saint Louis,2020-01-29,1609848,1,0,https://www.kmov.com/news/woman-allegedly-shoots-another-woman-in-mouth-in-north-st/article_f4e78358-4313-11ea-9d24-d76d5dc5b0fb.html,Missouri
100 block of S Mollison Ave,El Cajon,2020-01-29,1608846,1,0,http://fox5sandiego.com/2020/01/29/1-arrested-after-shooting-in-el-cajon/,California
300 block of S Crestview St,Carbondale,2020-01-29,1610625,0,0,https://wsiltv.com/2020/01/30/teens-arrested-after-reports-of-shots-fired/,Illinois
N/A,Cochran (county),2020-01-29,1610623,0,0,https://www.kcbd.com/2020/01/30/cochran-county-deputies-make-arrest-after-wednesday-night-standoff/,Texas
1800 block of W Riverview Ave,Dayton,2020-01-29,1608832,0,0,https://www.daytondailynews.com/news/local/dayton-police-investigating-shell-casings-found-vehicle-accident-scene/MdaYDCSc9Jqk00XbFiStzM/,Ohio
1200 block of S Sawyer Ave,Chicago,2020-01-29,1609797,0,0,https://chicago.suntimes.com/2020/1/30/21114906/ride-share-drivers-carjacked-january-lawndale-chicago-police,Illinois
Crooked Ridge Ln,Tazewell,2020-01-29,1609794,0,0,https://www.wate.com/news/breaking-news/claiborne-county-sheriffs-office-works-armed-robbery/,Tennessee
N 5th St and Curtin St,Harrisburg,2020-01-29,1608994,0,1,https://www.pennlive.com/news/2020/01/coroner-identifies-man-killed-in-harrisburg-shooting.html,Pennsylvania
20900 block of Roberts Cemetery Rd,Hockley,2020-01-29,1613342,0,1,http://www.mctxsheriff.org/news_detail_T6_R627.php,Texas
N/A,Manhattan,2020-01-29,1609203,1,0,https://www.wibw.com/content/news/Manhattan-man-arrested-after-Thursday-shooting-567433881.html,Kansas
3400 block of Belvedere Blvd,Omaha,2020-01-29,1610556,0,0,https://www.wowt.com/content/news/Omaha-Police-looking-for-drive-by-shooting-vehicle-567431561.html,Nebraska
US-23,South Shore,2020-01-29,1608702,1,0,https://www.wowktv.com/news/breaking-news/officer-involved-shooting-in-greenup-county-ky/,Kentucky
D St NE and 12th Ave NE,Ardmore,2020-01-29,1610537,0,0,https://www.kxii.com/content/news/Ardmore-police-investigating-drive-by-shooting-567403821.html,Oklahoma
4915 W Broad St,Richmond,2020-01-29,1610525,0,0,https://wtvr.com/2020/01/31/atf-now-investigating-after-henrico-gun-shop-robbed-twice-in-10-days/,Virginia
Surrey Trail,South Fulton,2020-01-29,1608713,0,0,https://www.ajc.com/news/crime--law/dozens-shots-fired-south-fulton-neighborhood/G2oC4YatsjBr7pbYO25QpO/,Georgia
2000 block of W 9th St,Owensboro,2020-01-29,1609685,0,0,https://surfky.com/index.php/daviess/daviess-county-news/147494-owensboro-pd-investigating-gunfire-incident-at-w-9th-st?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+surfkynews+%28SurfKY+News+%28surfky.com%29%29,Kentucky
149 Hickory Hollow Terrace,Antioch,2020-01-29,1609242,0,1,https://www.tennessean.com/story/news/crime/2020/01/30/nashville-police-one-dead-antioch-fatal-shooting/4618518002/,Tennessee
Rarig Ave and E 12th Ave,Columbus,2020-01-29,1608698,1,0,https://abc6onyourside.com/news/local/one-person-in-critical-condition-after-shooting-in-northeast-columbus,Ohio
2056 Rock Creek Dr,Bowling Green,2020-01-29,1608807,1,0,https://www.wbko.com/content/news/Man-arrested-after-shootingstabbing-altercation-on-Rockcreek-Drive-567555821.html,Kentucky
East Chelten Avenue and Chew Avenue,Philadelphia,2020-01-29,1608669,1,0,https://philadelphia.cbslocal.com/2020/01/29/police-man-shot-multiple-times-outside-germantown-corner-store/,Pennsylvania
Cane Hill St,Van Buren,2020-01-29,1608651,0,0,https://www.fox16.com/news/state-news/van-buren-man-arrested-after-pointing-shotgun-at-14-year-old-police-say/,Arkansas
2552 Montauk Ave,Brooklyn,2020-01-29,1610033,2,0,https://twitter.com/NYC_Alerts911/status/1222696812395540480,New York
N/A,Gainesville,2020-01-29,1609674,0,0,https://www.gainesville.com/news/20200130/gainesville-man-points-gun-in-womanrsquos-face-during-argument-deputies-say,Florida
2629 Broadway Ave,Fort Myers,2020-01-29,1609629,0,0,https://www.sheriffleefl.org/how_do_i/learn_more_about/arrest_search/index.php?view=inmateDetail&id=919180,Florida
1971 Charleston House Way,Daytona Beach (Holly Hill),2020-01-29,1608539,0,0,https://www.wesh.com/article/off-duty-officer-accidentally-fires-shot-into-ceiling-of-kids-bedroom-in-holly-hill/30707307,Florida
7900 block of MacArthur Boulevard,Oakland,2020-01-29,1608535,2,0,https://www.mercurynews.com/2020/01/29/attempted-robbery-leaves-two-shot-in-oakland/,California
2549 E 55th St,Cleveland,2020-01-29,1609620,1,0,https://www.cleveland.com/metro/2020/01/security-guard-shoots-man-smashing-his-car-outside-cleveland-store.html,Ohio
330 Beach 67th St,Corona (Queens),2020-01-29,1608531,1,0,https://twitter.com/NYC_Alerts911/status/1222329777832501254,New York
2100 block of Haviland Dr,Columbus,2020-01-29,1609614,1,0,https://abc6onyourside.com/news/local/one-person-injured-in-shooting-in-southeast-columbus,Ohio
E New York Ave and Mother Gaston Blvd,Brooklyn,2020-01-29,1608521,0,0,https://twitter.com/NYC_Alerts911/status/1222632841932156931,New York
Jet Star Dr,Hockingport,2020-01-29,1609610,0,1,https://www.nbc4i.com/news/local-news/man-killed-during-standoff-with-athens-county-law-enforcement/,Ohio
