address,city,date,id,injured,killed,lat,lng,source,state
1600 block of Fredericksburg Ln,Aurora,1/1/2020,1586682,1,0,40.21799,-79.49156,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-aurora-new-years-eve-shooting-st-0103-20200102-m3i34i5oqjhmrdre5q76ac6fse-story.html,Illinois
4000 block of Old Nottoway Rd,Crewe,1/1/2020,1586679,0,1,35.294347,-85.283349,https://wtvr.com/2020/01/02/nottoway-man-charged-with-murdering-69-year-old-man-on-new-years-day/,Virginia
Harmony Place,Covington,1/1/2020,1670117,0,0,33.581489,-83.856651,https://www.ajc.com/news/crime--law/covington-man-jailed-charges-after-shooting-coworker-cops-say/r6LKzAY9YmV6aJuP6D9tjP/,Georgia
2202 W 17th St,Sheffield,1/1/2020,1586685,0,1,34.7616782,-87.7080135,https://whnt.com/2020/01/02/arrest-made-in-deadly-sheffield-shooting/,Alabama
Traction Ave and Lampasas Ave,Sacramento,1/1/2020,1586662,0,1,38.6120464,-121.4556696,https://www.sacbee.com/news/local/crime/article239117358.html,California
Thelma Ave and Datil Way,Thousand Palms,1/1/2020,1586655,0,0,33.818818,-116.394244,https://kesq.com/news/2020/01/01/deputies-investigating-shooting-in-thousand-palms-neighborhood/,California
10600 block of Oak St,Grass Valley,1/1/2020,1585739,0,1,39.2151609,-121.0542751,https://www.kcra.com/article/grass-valley-police-activity-closes-roads/30374295,California
1400 block of Southbury Ave,Richmond,1/1/2020,1585503,0,1,36.142589,-86.086657,https://www.wric.com/news/local-news/henrico-county/man-accidentally-shot-to-death-in-henrico-person-charged/,Virginia
700 block of Ridgeway Ave,Hampton,1/1/2020,1585471,1,1,37.0188245,-76.3671899,https://www.13newsnow.com/article/news/local/mycity/hampton/man-shot-to-death-in-early-morning-hours-of-new-year-in-hampton/291-efdf45f5-f61c-4c8c-89b5-e40ac033a749,Virginia
2348 Lamar Ave,Memphis,1/1/2020,1587199,0,0,35.1045068,-89.9842032,https://www.wmcactionnews5.com/2020/01/03/burger-king-employee-arrested-accused-pointing-gun-customer/,Tennessee
N/A,Salt Lake City,1/1/2020,1593051,1,0,40.7596198,-111.8867975,https://www.ksl.com/article/46702575/man-assaulted-girlfriend-then-attacked-her-again-after-she-told-police-charges-say,Utah
Cottonwood Rd,Bakersfield,1/1/2020,1586638,0,0,35.3519325,-118.985416,https://www.turnto23.com/news/crime/bpd-man-trying-to-stop-traffic-with-a-gun-in-southeast-bakersfield,California
2700 block of N Tyndall Ave,Tucson,1/1/2020,1585353,2,0,32.255691,-110.957602,https://www.kgun9.com/news/local-news/tpd-2-men-shot-at-midtown-house-party,Arizona
McCrays Mill Rd,Sumter,1/1/2020,1606461,0,1,33.9077201,-80.3648658,https://www.wistv.com/2020/03/02/second-man-charged-with-homicide-after-mans-body-found-sumter-county-new-years-day/,South Carolina
200 block of S Franklin St,Janesville,1/1/2020,1586629,0,0,42.678389,-89.023185,https://www.channel3000.com/janesville-man-shooting-gun-to-celebrate-new-year-arrested-police-say/,Wisconsin
3700 block of Knight Dr SW,Cedar Rapids,1/1/2020,1586625,0,0,41.940767,-91.712295,https://www.thegazette.com/subject/news/shots-fired-cedar-rapids-new-years-day-20200101,Iowa
N/A,Navajo,1/1/2020,1642119,0,0,35.9040858,-109.0335347,http://www.gallupsun.com/index.php?option=com_content&view=article&id=13670:fbi-arrest-for-bringing-rifle-across-arizona-border&catid=175:public-safety-&Itemid=602,New Mexico
2035 S Michigan St,South Bend,1/1/2020,1585358,1,1,41.6523212,-86.2498653,https://www.southbendtribune.com/news/publicsafety/victim-from-south-bend-bar-shooting-dies-on-saturday/article_3a3a6556-2f2d-11ea-9011-83163420fdf4.html,Indiana
2nd St and Village Dr,Lake Forest,1/1/2020,1585555,0,1,33.6283554,-117.6873081,https://abc7.com/lake-forest-man-dies-after-being-found-shot-in-alley;-shooter-at-large/5805089/,California
1500 block of E 10th St,Jeffersonville,1/1/2020,1587594,1,0,38.333088,-85.709335,https://www.newsandtribune.com/news/jeffersonville-police-investigate-suspected-accidental-shooting/article_a97e2d7e-2d09-11ea-8a81-6b1472f2df54.html,Indiana
8000 block of Montgomery Ave,Stockton,1/1/2020,1587592,0,0,38.0226294,-121.3541279,https://www.recordnet.com/news/20200101/911-calls-jan-2-2020,California
1801 Kissingbower Rd,Augusta,1/1/2020,1585533,1,0,33.455023,-82.021375,https://www.wrdw.com/content/news/One-person-shot-on-Kissingbower-Road-566629391.html,Georgia
600 block of W Lapham Blvd,Milwaukee,1/1/2020,1586589,1,0,36.100554,-86.140301,http://1212786783718694912,Wisconsin
8700 block of W Carmen Ave,Milwaukee,1/1/2020,1586583,0,0,43.123346,-88.020516,https://twitter.com/MilwaukeePolice/status/1212753884319551488,Wisconsin
700 block of E Center St,Milwaukee,1/1/2020,1586576,1,0,43.067559,-87.902613,https://twitter.com/MilwaukeePolice/status/1212752241129664514,Wisconsin
2010 Peine Rd,Wentzville,1/1/2020,1586573,0,0,38.8533282,-90.8733528,https://www.kmov.com/news/suspects-arrested-after-carjacked-vehicle-crashed-in-wentzville/article_d08c1a14-2ca7-11ea-bb35-a3f22c5785f9.html,Missouri
100 block of Hamilton Pl,Fond Du Lac,1/1/2020,1586188,0,0,43.7778073,-88.4515861,https://www.fdlreporter.com/story/news/2020/01/01/fond-du-lac-police-standoff-new-years-day-standoff-near-downtown/2789585001/,Wisconsin
Lacount Rd and Sunshine Pl,Green Bay,1/1/2020,1586566,0,0,44.520353,-88.119773,https://www.greenbaypressgazette.com/story/news/crime/2020/01/02/green-bay-shots-fired-police-investigate-gunshots/2793743001/,Wisconsin
I-270 and Lilac Ave,Saint Louis,1/1/2020,1586564,1,0,38.6268039,-90.1994097,https://www.kmov.com/news/person-found-shot-inside-car-on-north-county-enter-ramp/article_1f7a5c7e-2d54-11ea-912c-83aa02548ca0.html,Missouri
1971 Charleston House Way,Daytona Beach (Holly Hill),1/1/2020,1587090,0,1,40.22052,-79.493179,https://www.wesh.com/article/man-found-shot-inside-vehicle-crashed-into-parked-car-in-holly-hill/30374911,Florida
E Grove St and Wrondel Way,Reno,1/1/2020,1586495,2,0,39.5008918,-119.7933542,https://mynews4.com/news/local/heavy-police-activity-at-wrondel-and-grove-streets-in-reno,Nevada
230 N 11th St,Las Vegas,1/1/2020,1586481,1,0,36.1678994,-115.1328769,https://www.8newsnow.com/news/local-news/fight-breaks-out-shots-fired-in-downtown-neighborhood/,Nevada
1200 block of N Euclid Ave,Saint Louis,1/1/2020,1585886,0,1,38.6579596,-90.2593073,https://kplr11.com/2020/01/01/police-investigate-shooting-in-fountain-park-fifth-shooting-of-new-years-day/,Missouri
3400 block of Wyoming St,Saint Louis,1/1/2020,1585902,1,0,38.59876,-90.240557,https://www.kmov.com/news/killed-during-violent-new-year-s-day-across-st-louis/article_26b61ef4-2c98-11ea-8d9a-f3816495ad4b.html,Missouri
2200 block of W 154th St,Compton,1/1/2020,1585600,1,1,33.892311,-118.256172,https://ktla.com/2020/01/05/mother-killed-in-compton-new-years-day-shooting-identified/,California
4900 block of Lotus Ave,Saint Louis,1/1/2020,1585889,1,0,38.665169,-90.256518,https://kplr11.com/2020/01/01/police-investigate-shooting-in-fountain-park-fifth-shooting-of-new-years-day/,Missouri
N Sturdevant St and W 17th St,Davenport,1/1/2020,1591336,1,0,41.540066,-90.598646,https://qctimes.com/news/local/crime-and-courts/ringing-in-with-gunfire-shootings-in-year-s-first-days/article_7b1ee5e2-6f40-5f66-906d-eb7ee5c75b2d.html#tracking-source=home-top-story-1,Iowa
3941 South St,Lafayette,1/1/2020,1587555,0,0,40.4169739,-86.8303829,https://www.jconline.com/story/news/crime/2020/01/02/lafayette-hotel-clerk-fires-shot-when-thief-threatens-him-weapon/2795700001/,Indiana
N/A,Kansas City,1/1/2020,1586537,0,0,39.100105,-94.5781416,https://fox4kc.com/2020/01/01/kc-man-comes-less-than-an-inch-from-being-killed-by-celebratory-gunfire-on-new-years/,Missouri
N/A,Carthage,1/1/2020,1586538,0,0,37.1765141,-94.3103412,https://www.columbiatribune.com/news/20200102/police-carjacked-man-and-goat-taken-on-terrifying-three-state-drive,Missouri
80 FM 2693,New Waverly,1/1/2020,1588079,0,0,35.833106,-80.835244,https://www.itemonline.com/news/local_news/police-blotter/article_c0df3056-810e-5e07-a1ce-89f3803e658c.html,Texas
123 Ewing Dr,Nashville,1/1/2020,1585459,2,0,36.2297326,-86.760703,https://www.newschannel5.com/news/two-people-shot-outside-nashville-nightclub,Tennessee
N/A,Albuquerque,1/1/2020,1587541,1,1,35.0841034,-106.6509851,https://www.koat.com/article/new-details-in-deadly-deputy-involved-shooting/30385023,New Mexico
33096 Northwestern Hwy,West Bloomfield,1/1/2020,1586960,0,0,42.5298274,-83.3598148,https://www.theoaklandpress.com/news/copscourts/man-who-barricaded-self-in-hotel-room-charged-with-domestic/article_25c878a8-30b1-11ea-92eb-03b17d66e009.html,Michigan
7255 International Dr,Orlando,1/1/2020,1585423,1,0,28.356676,-81.4866597,https://www.clickorlando.com/news/local/2020/01/01/shooting-reported-at-hookah-lounge-in-orlando-tourist-district/,Florida
Apache Blvd and S Dorsey Ln,Tempe,1/1/2020,1586427,2,0,33.4158785,-111.9068422,https://www.azcentral.com/story/news/local/tempe/2020/01/01/2-men-gunshot-wounds-show-up-tempe-hospital-police-say/2793351001/,Arizona
7800 block of S Ridgeland Ave,Chicago,1/1/2020,1585321,0,0,41.7455634,-87.5817207,https://chicago.suntimes.com/crime/2020/1/1/21045337/shots-fired-chicago-police-south-shore-apartment-swat-team-ridgeland,Illinois
300 block of Fieldpointe Dr,Frederick,1/1/2020,1585872,1,0,35.768654,-80.860371,https://www.fredericknewspost.com/news/crime_and_justice/cops_and_crime/police-arrest-frederick-man-for-accidental-shooting-in-fieldpointe-apartments/article_1f96d70d-b5b3-5199-bc42-3537ad6bc3d8.html,Maryland
3811 E Morningside Dr,Bloomington,1/1/2020,1586469,1,0,39.1663383,-86.482495,http://www.wbiw.com/2020/01/02/teen-arrested-on-attempted-murder-charge-in-bloomington-shooting/,Indiana
SE Norsemen Dr,Port Saint Lucie,1/1/2020,1588200,0,0,35.870004,-80.867294,https://www.tcpalm.com/story/news/crime/st-lucie-county/2020/01/07/david-meyers-palm-city-charged-connection-gunshots-estranged-wife-2-men/2830984001/,Florida
59th Ave and W Bethany Home Rd,Glendale,1/1/2020,1585337,0,1,33.6939302,-112.1834793,https://www.azcentral.com/story/news/local/glendale-breaking/2020/01/03/jesse-mitchell-idd-man-fatally-shot-glendale-new-years-day/2803719001/,Arizona
W 30th St and Falcon Dr,Indianapolis,1/1/2020,1587479,0,0,39.8096502,-86.2195903,https://www.wthr.com/article/barrage-celebratory-gunfire-raises-concern-west-side-neighborhood,Indiana
N 24th St,Fort Pierce,1/1/2020,1588208,0,0,27.45841,-80.3491691,https://www.tcpalm.com/story/news/crime/st-lucie-county/2020/01/03/four-jailed-after-gunfire-incidents-dozens-casings-found-fp/2807432001/,Florida
2400 block of W Devon,Chicago,1/1/2020,1616811,0,0,35.842818,-80.880479,https://chicago.suntimes.com/crime/2020/2/8/21129118/west-rogers-park-carjackings-parked-cars-devon,Illinois
1200 block of N Capitol St NW,Washington,1/1/2020,1585185,2,0,38.9064,-77.0094,https://www.popville.com/2020/01/double-shooting-dc-north-capitol-street/,District of Columbia
N 25th St and Ave N,Fort Pierce,1/1/2020,1588207,0,0,27.4515841,-80.3499252,https://www.tcpalm.com/story/news/crime/st-lucie-county/2020/01/03/four-jailed-after-gunfire-incidents-dozens-casings-found-fp/2807432001/,Florida
3400 block of Duvall Ave,Baltimore,1/1/2020,1587080,0,1,39.320419,-76.67497,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-northwest-baltimore-fatal-shooting-20200103-6hkl3bshxzhodowbxbjdmckbwe-story.html,Maryland
400 block of Collins Dr,Dover,1/1/2020,1585283,2,0,39.153401,-75.51661,https://www.delawareonline.com/story/news/2020/01/01/dover-shooting-injures-two-wednesday-morning/2789707001/,Delaware
E Atlantic Ave and NE 1st Ave,Delray Beach,1/1/2020,1585315,1,0,26.4616443,-80.0710085,https://cbs12.com/news/local/woman-hit-by-celebratory-gunfire-in-delray-didnt-know-she-was-shot-at-first,Florida
1st Ave and E 4th St,New York (Manhattan),1/1/2020,1585277,0,0,40.7677068,-73.9560696,https://twitter.com/nyc_alerts911/status/1212306704395833345,New York
900 block of St Paul St,Richmond,1/1/2020,1585508,0,1,37.551596,-77.439043,https://www.nbc12.com/2020/01/01/man-fighting-his-life-after-richmond-overnight-shooting/,Virginia
50 block of S Gay St,Baltimore,1/1/2020,1585234,1,0,39.2884118,-76.6089207,http://foxbaltimore.com/news/local/man-shot-in-the-shoulder-near-s-gay-street-on-new-years-day,Maryland
11277 Hwy 27,Summerville,1/1/2020,1587447,1,0,35.308934,-85.143099,https://www.thesummervillenews.com/2020/01/01/64666/,Georgia
400 block of SE Tejon St,Stuart,1/1/2020,1601911,0,0,35.883414,-80.739153,https://www.palmbeachpost.com/news/20200121/north-blotter-man-welcomes-2020-by-firing-120-rounds-into-ground,Florida
Barracada Rd,Walterboro,1/1/2020,1586315,0,2,32.909172,-80.614338,https://myfox8.com/2020/01/02/hunter-fatally-shot-father-9-year-old-daughter-after-mistaking-them-for-deer/,South Carolina
2300 block of Mackey Pike,Nicholasville,1/1/2020,1586214,0,1,40.22052,-79.493179,https://www.facebook.com/JessamineJournal/?__tn__=kC-R&eid=ARABnj4kikcw5BPFt1u6n9omK6uWBNxc8oe3mxQhKoGFc3hPC5DghnnhhICeUM5Wk14HyybfkNuxsoi0&hc_ref=ARTCgqOFvGUF-iDLRaHTt4igJK2GpwQV3iUt2I7KcnwIHKI8EaaBue19rFF3UIg0lPE&fref=nf&__xts__[0]=68.ARA_QsKzb64xwefij6,Kentucky
N Kingston Ave,Tulsa,1/1/2020,1587435,0,0,36.195264,-95.910416,https://ktul.com/news/local/tulsa-police-say-nothing-was-taken-in-violent-home-invasion,Oklahoma
4400 block of W Adams St,Chicago,1/1/2020,1585205,1,0,41.8783589,-87.7362882,https://chicago.suntimes.com/crime/2020/1/1/21045311/woman-wounded-shot-west-garfield-park-shooting-adams,Illinois
2300 block of 6th Ave,Terre Haute,1/1/2020,1586528,0,0,39.482794,-87.382892,https://www.mywabashvalley.com/news/local-news/thpd-2-people-stabbed-gunshots-fired-during-large-fight/,Indiana
Railroad Ave and 13th St,Newhall,1/1/2020,1587427,1,0,34.3872763,-118.5333744,https://signalscv.com/2020/01/one-person-shot-in-newhall-taken-to-hospital/,California
230 Maplewood Ave,Bridgeport,1/1/2020,1585191,1,0,41.1800463,-73.2064237,https://www.doingitlocal.com/2020/01/bridgeport-news-gunshot-victim-11/,Connecticut
1300 block of Fox Ridge Dr,Kalamazoo,1/1/2020,1587419,0,0,40.22052,-79.493179,https://www.fox17online.com/news/local-news/kzoo-bc/kalamazoo/suspect-arrested-after-gun-found-near-shots-fired-investigation,Michigan
N/A,Chicago,1/1/2020,1586402,1,0,41.8755616,-87.6244212,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
6400 block of S Morgan St,Chicago,1/1/2020,1586399,1,0,41.8777944,-87.6519053,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
11100 block of S Vernon Ave,Chicago,1/1/2020,1586396,1,0,41.692626,-87.612266,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
7500 block of S Kingston Ave,Chicago,1/1/2020,1586393,1,0,41.75891,-87.562843,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
1300 block of S Kilbourn Ave,Chicago,1/1/2020,1585199,0,0,41.8636978,-87.7379079,https://chicago.suntimes.com/crime/2020/1/1/21045296/chicago-police-car-shot-gunfire-bullet-midnight-new-years-day-lawndale-kilbourn,Illinois
1300 block of N Spaulding Ave,Chicago,1/1/2020,1586391,1,0,41.904759,-87.709405,https://chicago.suntimes.com/crime/2020/1/2/21046286/6-shot-new-years-day-in-chicago-gun-violence,Illinois
8000 block of Blackwell Rd,Central Point,1/1/2020,1586369,0,1,40.21799,-79.49156,https://mailtribune.com/news/top-stories/armed-man-dies-after-being-shot-by-sheriffs-deputy,Oregon
Seneca Rd and W 7th Pl,Eugene,1/1/2020,1586330,0,0,44.0480818,-123.1406664,https://nbc16.com/news/local/police-man-arrested-in-connection-to-gunshots-fired-at-eugene-shopping-center,Oregon
Harris Circle,Waterbury,1/1/2020,1586794,0,0,41.5604012,-73.0168531,https://www.rep-am.com/local/news-local/2020/01/02/for-second-time-in-less-than-24-hours-waterbury-police-respond-shots-fired-at-apartment-complex/,Connecticut
3600 block of Sweet Birch Dr,Greensboro,1/1/2020,1587369,0,3,35.819123,-80.881227,https://www.greensboro.com/news/crime/children-and-man-were-fatally-shot-greensboro-police-say-woman/article_7ee19ea0-65ad-53e3-9635-dc3fd1f86270.html,North Carolina
16000 block of NW Chadwick Way,Portland,1/1/2020,1586381,0,0,40.21799,-79.49156,https://www.koin.com/news/crime/woman-fires-shot-through-phone-into-neighbors-wall/,Oregon
1300 block of Linda Dr,La Pine,1/1/2020,1586371,0,0,43.5765378,-121.5966933,https://www.kdrv.com/content/news/Man-arrested-after-multiple-rounds-fired-into-the-floor-of-a-LaPine-home-566633821.html,Oregon
9600 block of N Woolsey Ave,Portland,1/1/2020,1586368,0,0,45.5925405,-122.7151322,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
600 block of SE Alder St,Portland,1/1/2020,1586367,0,0,45.517854,-122.65955,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
12400 block of SE Powell Blvd,Portland,1/1/2020,1586365,1,0,45.4952575,-122.4989783,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
4000 block of SW Macadam Ave,Portland,1/1/2020,1586364,0,0,45.4941672,-122.6723669,https://nbc16.com/news/local/four-people-shot-in-seven-overnight-shootings-in-portland,Oregon
Bishop Street and Crownbrook Drive,Waterbury,1/1/2020,1586363,0,0,41.5640108,-73.0369268,https://fox61.com/2020/01/01/waterbury-police-investigating-reports-of-shots-fired/,Connecticut
800 block of Connecticut Avenue,Bridgeport,1/1/2020,1586362,0,0,41.181212,-73.16298,https://www.doingitlocal.com/2020/01/bridgeport-news-two-firearms-recovered/,Connecticut
Giles Rd,Laurel (Calhoun),1/1/2020,1588146,0,0,32.432307,-87.037551,https://www.leader-call.com/news/updated-roscoe-caught-after-shooting-at-deputy/article_71aafe66-2cf2-11ea-bc7f-cf7481a77f02.html,Mississippi
40 Nelson St,Quincy,1/1/2020,1586352,1,0,42.2440588,-71.0182947,https://www.wcvb.com/article/quincy-man-shot-in-eye-with-pellet-gun-two-people-arrested-police-say/30374639,Massachusetts
3006 S Caraway Rd,Jonesboro,1/1/2020,1591233,0,1,35.8090866,-90.6780757,https://www.jonesborosun.com/news/local/no-arrests-made-in-murder-bank-heist/article_a970b158-ecd9-5147-8c3d-de56f00ffb95.html,Arkansas
1740 Rapp St,Rapid City,1/1/2020,1588171,0,1,44.102684,-103.2011187,https://rapidcityjournal.com/news/local/crime-and-courts/rapid-city-police-investigating-woman-s-new-year-s-day/article_2c79be50-da91-57b9-b145-8fab3e3f9ca7.html#tracking-source=home-top-story-1,South Dakota
386 Raymond Rd,Jackson,1/1/2020,1586335,1,0,32.2831213,-90.2180662,https://www.wapt.com/article/police-investigate-2-separate-shootings-on-raymond-road/30372576,Mississippi
700 block of Raymond Rd,Jackson,1/1/2020,1586333,1,0,32.283393,-90.228307,https://www.wapt.com/article/police-investigate-2-separate-shootings-on-raymond-road/30372576,Mississippi
